Pro,ProCard,Basic,BasicCard,NonMemberGenesis,NonMemberProfile
4842813100,3876011434651,3343154264,3875044055087,8175140967,7874274159
6627218299,3876043777697,9194407756,3875046427052,6109427772,9044768008
4122761076,3876004715595,8458787457,3875046478584,9402309094,9739346618
5154226512,3876003351525,7143133436,3875049049481,5024480382,7862018322
3132733053,3876043729730,6026720045,3875044184150,2814628834,3177355466
5122286671,3876023458391,8563403376,3875027651167,2487212851,9547013437
4238425620,3876110372588,2192996959,3875039875853,8033311033,3473500481
7872056298,3876009066234,2102433530,3875027827015,5185880987,5089541167
2146425588,3876085573228,5043443653,3875041219025,7024608372,5702049780
4172944600,3876003549078,7875601988,3875068020439,5026088344,3133537097
7636456313,3876039192687,9156916135,3875070015021,9856512507,2014207603
7065929900,3876032458937,7078417199,3875027830712,2108386596,3152548241
2033768649,3876013851472,5166478754,3875074262058,7202542540,3865693637
9722534574,3876017342924,6508920840,3875031956271,4144425660,4108591784
9365207303,3876085879575,3304000358,3875031050414,9107231493,8134761996
7409719552,3876071475594,8608341582,3875078298009,9393970714,3864391608
4045145940,3876026719849,4107369383,3875085524629,6305233266,4126091754
7813631814,3876064165236,9794024470,3875031733308,9735961925,8454290621
2672462175,3876042803130,6122427045,3875033829112,7704863382,5704416559
6146383946,3876003123270,6783610486,3875033198708,9724222630,3524319137
3373238909,3876047452503,9197918416,3875046496917,7134017866,3053709124
3347143823,3876020801379,7315924032,3875044168559,7576307941,4789555421
5042647492,3876029785037,8122053641,3875079182970,2813521167,9783882914
4785421276,3876000293662,7636398890,3875049368550,5102651613,5712457122
4692302163,3876007102866,6364858280,3875044717140,4692354586,3047033104
3238214701,3876011068491,3015359510,3875030475075,3609011012,8432151335
8175245773,3876005067442,3602658276,3875046237592,2149266580,5402720132
6462947405,3876027634526,9197384361,3875046427102,5129188923,2393008377
2023972334,3876010797546,5628528905,3875084767518,7136728969,3309837132
8108750538,3876040078289,9567559633,3875031902762,9562207985,7173956597
5128253764,3876050191402,7246579837,3875054182987,2099546929,7036713028
2145342128,3876038222725,2398343576,3875044013763,4145107481,8654065165
9034040676,3876043735927,3869860108,3875033876022,6143027519,8438343876
9087356603,3876002107902,5136463661,3875074103930,5128443027,7182290952
6023759064,3876068789361,2154398715,3875054132453,3026321675,3023451581
2143858239,3876022823033,5864983439,3875080987094,2103678622,8018982546
2105428443,3876025994955,2106835923,3875040041354,1111111111,2152226931
9727241021,3876154411227,8657480717,3875050093568,7195444658,7042965853
4074619669,3876019674993,5853299059,3875033858681,9408558644,8505452358
3309902219,3876002963015,2678161574,3875028174656,2132685081,9103921428
8174592909,3876026496414,7636883331,3875071857140,7138059599,3475237224
2107892973,3876042514174,9564343634,3875078983378,2147038368,2672960023
2018804966,3876099248882,3109635084,3875033946320,8324014572,9785050917
4439387348,3876006620082,5403228389,3875039980992,9724945922,3369707357
3347012980,3876024644429,5183082570,3875054795325,9726700038,4073618027
9733621150,3876019100957,9738865538,3875002499244,9739017728,9103883417
5123639063,3876020795332,6166768701,3875030931077,7133069782,8642318573
6179057495,3876040118085,8016311463,3875081259998,2546537234,7044370788
9204886222,3876098586118,3472086225,3875033992787,9036578190,4102559344
3255185557,3876008718629,9162204150,3875080146527,5059340586,6179706574
4792851084,3876000142323,6187903862,3875040051015,7327687276,6464362709
6098934834,3876022531982,8018258776,3875040105654,8324073844,1024085229
4074033028,3876123892606,9172853140,3875030382115,7406950991,9089306270
6154998983,3876159285444,3475348250,3875033697758,4692363019,9419184757
9206809532,3876009250309,6187993733,3875049879531,8137777160,6023870598
5869249895,3876011683810,5103642645,3875033174782,4107667442,2196583800
2813955750,3876031406960,7172954934,3875033891161,9313378475,9284044145
7176085936,3876007974751,8043080189,3875071633053,4322541399,8323267206
6064350067,3876087788030,8433258230,3875030938759,2817887540,9252315497
9726997741,3876039152772,5413913353,3875031839956,2108058087,3178219562
9372197783,3876024442501,4052492815,3875029111004,5129718742,3139489355
2149076141,3876069734796,2675865277,3875032964811,7062840255,2167491837
9729535257,3876024514838,8173575779,3875031894894,7705007196,9209823358
2485540867,3876039363866,9166056456,3875032860019,8327319193,8508974734
2815704030,3876035110543,2152573786,3875033809809,8326770662,4803339394
9728815399,3876032163438,5405054037,3875044492512,8308968518,4406228907
8143603971,3876049498041,2054719996,3875035465428,8172757618,3366751818
5183340559,3876048075493,3184287544,3875043525502,7705141072,8017824172
2104141165,3876093411502,6783506074,3875043156142,2149689021,2694458718
4022917397,3876002120103,6462662303,3875033804974,2815307882,2036859371
2102310713,3876030178560,8152743261,3875043670316,8175797654,3168714581
7345127493,3876024302978,7175338345,3875027960048,9205660116,4232749914
2147328803,3876005034848,4432209581,3875027656539,9567259132,2183482436
3316845037,3876014788665,3309403834,3875049089362,8287190503,6108922819
8653068027,3876024355083,9524727384,3875046523595,8059687621,7857842596
6035246993,3876014983787,4046088041,3875033913247,5134741990,3055955454
7707951881,3876023185705,2145172528,3875033942394,3156582034,7327861882
9798653866,3876022382972,7025017000,3875031858733,3202531259,1860958490
9726935372,3876029003712,6143194309,3875002986851,9728186579,6192837985
7874126675,3876005556949,8602224274,3875033641871,7169089396,7137285121
2815891716,3876022638720,6785921569,3875046549913,7403230770,6235057439
4144641631,3876031160518,2402993916,3875056618780,7047883665,3138716528
9852937050,3876024223687,9785783105,3875030406542,9109475891,3615957413
6093995514,3876068850916,3054391939,3875033808637,2819234525,6103748982
8082800202,3876003568656,7314391771,3875043230723,9513920902,2086721657
8034991011,3876035874478,9088390315,3875053621415,3366752613,2063547808
7734456573,3876007254063,4098668156,3875055071015,3079222083,9785975993
2818860124,3876499905685,7739987366,3875085238170,2102241544,7186480473
2244562310,3876018043885,2396004457,3875039854320,8012441839,3015373951
7873681517,3876002959062,9147697018,3875039771862,2094828986,7657341385
9723158352,3876005391073,9495256699,3875027563206,5183841279,3059650754
6164067194,3876000405654,9154222431,3875040043327,9567403489,5089976984
2148231843,3876008886350,9563832077,3875069973693,7026128699,5164176277
2282383932,3876059412833,7877364722,3875031820311,2018388965,9146664011
8016441183,3876076048446,6092615910,3875079203982,3607916203,5129135084
8324770098,3876035090232,2106500653,3875027905118,6103534374,3018930188
2147727705,3876071425862,9549668116,3875040103956,7132313332,6034290851
2105424062,3876048112080,4357812944,3875079172286,4097673791,6082900530
2562062409,3876016196537,6014835069,3875033154180,4695564701,2623371854
4697663969,3876006862346,6193183694,3875033055007,3104914112,3045448876
4803327714,3876045105467,8282382410,3875033796261,8139942953,2548368115
2019358447,3876013378765,9565795872,3875077163469,9726180359,8646073926
8174243876,3876499905461,3374626189,3875080719778,2815462080,5048855064
2817820241,3876113945281,3368163295,3875055063715,2146505201,6068786773
4105214607,3876018932160,8642976860,3875033895196,2814486680,7183828392
3618775616,3876029111226,7868007042,3875031134853,8174919497,9032179492
6199179939,3876101476828,2516497195,3875033819501,5305191437,3304521143
2312693765,3876029893716,5625156207,3875085976951,8034623407,5995895231
5077665135,3876026734020,7326252770,3875039812716,4253454781,4254662154
7709468042,3876012876975,9097052257,3875033766132,5039620242,9192105238
5409086924,3876010083772,8135169499,3875027568783,6628820825,5738141803
2104131206,3876140152620,3106171067,3875033735707,6822255555,3237025491
3616889223,3876017300450,8108140493,3875033964182,7168970841,7248723505
3053363035,3876107383721,6155668559,3875028497370,3037491000,3158427420
8175228866,3876022709315,8609227818,3875041268709,6463198061,8166719998
9795496185,3876017054164,8302619513,3875028928093,7872999000,9198326580
4135259075,3876022448930,9197209909,3875031758529,6106088283,5622256802
5122802616,3876030616817,4692307331,3875044574285,2815503415,7706173441
2533804825,3876076827492,4408994159,3875080379789,5186927781,2133595444
5592525570,3876129546396,8182795262,3875043211806,8322774713,6184160841
9073173739,3876055252514,6363228241,3875044717157,2143307570,4128358522
6784588459,3876026649129,3476026732,3875084456997,3607891139,4073588438
8139653951,3876043479252,9786488326,3875041231244,8564665631,8563120513
6317228154,3876005781620,3344006450,3875029048875,5036624796,9164759690
8087786542,3876025080243,9317284142,3875031652748,6193953021,7404077410
6129914573,3876029973351,9152221646,3875070015146,2522056797,5205864238
7275390696,3876043702901,7087090441,3875072391602,8179610110,7608617773
2106731198,3876077188605,8435320482,3875043960550,3154162530,2039188237
8059836004,3876138848080,4255919389,3875046538551,2104880284,3108235363
2147332666,3876128028164,2292371357,3875040052286,9403683605,2088322125
4254571001,3876051944015,5408184546,3875032765085,7083861528,8603711352
9376207537,3876123984288,3476647012,3875027570748,5044697729,7576361682
2542318082,3876032049181,7348370316,3875027811654,9562861770,2679806706
2106301141,3876021233614,4013405366,3875033641889,9037324393,6096078622
7203181444,3876007221807,4232271049,3875054885779,6192543048,7604436024
3476816474,3876045934916,3366441850,3875033981467,9178800201,5597812025
7326188664,3876023814635,9152085071,3875027929670,7142222022,2016153448
2109670701,3876016939274,6315210022,3875071512273,7192314726,2013378566
9366153094,3876122853781,4102351477,3875041324338,2143410579,5409659449
7132401354,3876022390108,2545267337,3875027826884,6098231922,3152961667
8174218782,3876113726699,2103966928,3875079658524,7134170127,4072425999
4257755366,3876006247902,6464772197,3875027905662,7032981994,2087732586
6507048130,3876013441266,3073153148,3875049412432,8603280929,3059845589
5053213779,3876037740131,5617151459,3875044811745,2486242837,4123728775
8179058755,3876100546530,8052346830,3875069984021,2146819489,9373240672
2054672557,3876059232744,5417017338,3875046327203,5079905507,3606982145
3096768072,3876049455413,3072350735,3875028584011,6108695950,3308533033
6097520266,3876023491426,6037491948,3875043106485,7022348945,4328948064
7573441686,3876028561082,6785597577,3875033040322,2815610655,6784288748
8166160670,3876002484293,7873581826,3875033712508,9099309048,8082569943
9726331105,3876124424466,7185527397,3875085407213,5056150622,2259397328
8157428705,3876037219623,6185324311,3875039849577,2675669362,8323343483
8175658543,3876022763346,2104291501,3875028851600,3479938538,8128902071
7172463841,3876023928849,6315635134,3875040045694,7273721693,9376318849
8174395930,3876005038211,3144892005,3875060134873,2165875617,2816898497
3152245617,3876031102668,6158265294,3875054948395,9098754317,7573891505
4802339370,3876037699782,2103006433,3875054738705,7243795862,5173559078
7039444264,3876010532679,3128064148,3875044107607,5129649992,6315434322
2107252360,3876137726303,8326596107,3875033948466,9095605650,3309834468
9032805696,3876021960752,6467398219,3875033804784,4123522031,4077440230
9372960081,3876024440687,9157818015,3875039804382,5407853899,8452660256
8177881519,3876019644764,2143648648,3875027820382,7706937185,9563247052
9158734707,3876100334788,4087684247,3875084275793,9032392112,8177238520
4157598931,3876054661970,7873666249,3875046565323,4342100197,8509830343
4433590262,3876010236958,7172939033,3875033102858,5012694501,4087680570
8178996773,3876006318851,4042741292,3875086024207,6143067159,3307854215
4789721849,3876058059031,2105490566,3875027860073,8179138934,6102563254
5166426973,3876038019360,3059780913,3875017088842,9404538946,5106887800
5758293443,3876499905701,5126800561,3875067968588,6103803517,4155478728
2107450008,3876038364949,7146144313,3875027826769,7324237388,3102797926
4174259090,3876002606564,3474818400,3875043936709,9254132921,8017508753
8062826343,3876098598030,2198018304,3875039902038,3029437969,2054440163
7063329043,3876040202939,9256666666,3875033848435,2093522725,7328421265
9166222305,3876056275407,8507920088,3875039954260,8047634160,8305104397
8322742368,3876039036082,6157272804,3875027594532,8085451796,7323613209
8177815731,3876009592486,3392242397,3875033681349,7135164941,5742591159
6109064522,3876126733823,2532921323,3875027845652,8318403136,8303743889
5076654428,3876042664938,9177519046,3875030789533,5013669727,6073514127
8645782194,3876016472185,4329232659,3875009233455,4344320689,7245752110
9068694918,3876017924408,4073615907,3875033845944,7134511001,8175868876
8045566405,3876021419593,7073448004,3875033682057,2149241748,2095987678
3044882983,3876056024938,5672959993,3875078302512,8067858668,6025649649
2169781353,3876004289153,3346167597,3875029023811,2517444916,8437096886
7032420329,3876011128188,5613064818,3875027691999,4135721718,8168036559
7138241066,3876018512145,6194361015,3875029144682,6505755508,8017566361
7168772934,3876016809477,5169960266,3875027872011,9516796079,8602300126
9167178363,3876015034481,8505700162,3875033890882,3307707965,2145662903
8325413990,3876024733214,9564638733,3875029175967,6159777733,9739019037
4096511829,3876012149209,3407724100,3875046302669,8062063964,6509625441
9858710313,3876051483592,9106393932,3875028688275,7065021763,8454305837
7166464181,3876019936111,9039527099,3875032845036,4132108110,7168364685
3055567292,3876027405836,8322365118,3875043857988,5127755232,9373679193
9083699053,3876026398305,5407655580,3875044202978,7047662032,8304334569
8178918240,3876011807989,7248316107,3875043832643,3162187979,5166236165
2102500360,3876013895297,6032643529,3875043106212,3166874480,7182991811
9723598536,3876008469306,2105667244,3875031789094,4074515308,7028971057
2145291056,3876006235964,7148204078,3875027787359,9188502999,2627960127
9038053262,3876043655497,2054286396,3875031925151,7322388763,7187819345
8503411946,3876060925559,9018717259,3875031048111,5853398270,6507593685
8132698601,3876016864878,9135581225,3875044915819,2819871350,8018426692
9372483577,3876028418549,2107994904,3875029134659,7045179302,4107569652
9083594079,3876044271161,5076436950,3875077149849,9739271866,7578981740
4134780640,3876134062124,3216902604,3875043986449,2072865707,2023440146
9567970726,3876035266675,8452162561,3875041199706,3036635836,7575978755
5088397166,3876010397693,4197071356,3875031974746,5163903995,8455588481
4106381977,3876010882629,9564253107,3875077163501,5413262698,8454611730
4802169161,3876023151491,6469250576,3875028709162,4807269868,6097990822
8595826099,3876121539829,4128749330,3875044860882,8176766822,7876731917
3605099412,3876137782108,8046159258,3875013229598,6302012072,5862606020
8172019965,3876028330736,3165182542,3875046464386,8178459365,3018567609
7405228134,3876000572982,3309689562,3875023291927,7065870264,5865242002
8065775337,3876006275911,4015211920,3875033641541,3013175644,6179091964
2814672321,3876050441443,7195963309,3875021931979,4109825019,9177714161
5125288357,3876041056292,2159530678,3875057800809,8176907090,7577595515
4044550836,3876015951957,8284006738,3875033748619,3367754107,7877131432
2156575082,3876022689798,9739041169,3875084295247,2605781616,7249889349
