ProfileID,FirstName,LastName,BirthDate,EmailAddress,CardNumber,ExpirationDate,PostalCode,DefaultAddress,AddressType,CardStatus,MembershipStatus
1253645035,QA,Tester,31/7/1993,expire002@qagsecomprod.oib.com,3876110388261,54:04.6,76051,TRUE,Billing,Active,Active
1253645035,QA,Tester,31/7/1993,expire002@qagsecomprod.oib.com,3876110388261,54:04.6,76051,TRUE,Shipping,Active,Active
1253657174,Henry,Osborn,1/1/1980,email8073342167@gamestop.com,3875229360509,54:49.7,71863,TRUE,Mailing,Active,Active
1253657191,FN7478763195,LN7478763195,1/1/1980,email7478763195@gamestop.com,3875283256202,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253657326,Jackson,Five,,JFive@gs.com,3875004618858,54:49.7,75023,TRUE,Mailing,Active,Active
1253658389,Bruce,Wayne,1/1/2000,cffc89ba-de7d-4a06-9066-6b866229ccef@gamestop.com,3875687353265,54:49.7,13471,TRUE,Mailing,Active,Active
1253658400,Bruce,Wayne,1/1/2000,723c6ddd-6de1-4264-a36f-42b435a4eb0c@gamestop.com,3876106759114,54:49.7,23166,TRUE,Mailing,Active,NotActivatedOnSite
1253659217,Bruce,Wayne,1/1/2000,62a7c6ba-02c0-4df0-a4de-690b615ffb7d@gamestop.com,3876052023563,54:49.7,1867,TRUE,Mailing,Active,Active
1253659229,Bruce,Wayne,1/1/2000,4edf4be2-16af-46aa-b8b9-55623dfbfc19@gamestop.com,3876428697680,54:49.7,3187,TRUE,Mailing,Active,Active
1253660057,Bruce,Wayne,1/1/2000,64d130d6-dae4-4c20-9a69-4168b6bbe7eb@gamestop.com,3875625075016,54:49.7,44765,TRUE,Mailing,Active,Active
1253660736,Bruce,Wayne,1/1/2000,881dbf74-ba3e-416c-98e4-8fc2300d1e7b@gamestop.com,3875455084143,54:49.7,15378,TRUE,Mailing,Active,Active
1253660747,Bruce,Wayne,1/1/2000,a42db01e-aba9-4766-a741-98508050eab0@gamestop.com,3876384588227,54:49.7,93923,TRUE,Mailing,Active,NotActivatedOnSite
1253660906,Bruce,Wayne,1/1/2000,eae8b6a9-0748-4b81-820e-1f502437d088@gamestop.com,3875197746049,54:49.7,71745,TRUE,Mailing,Active,Active
1253660918,Bruce,Wayne,1/1/2000,ced106dc-73e7-436d-8294-4d5297649070@gamestop.com,3876573108093,54:49.7,21242,TRUE,Mailing,Active,MergeCancelled
1253666691,FN5175799604,LN5175799604,1/1/1980,email5175799604@gamestop.com,3875997667576,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253668393,Adam,Addams,1/1/1980,townsley.tara8955@yahoo.com,3876000514711,54:49.7,12000,TRUE,Mailing,Active,NotActivatedOnSite
1253678099,FN1564944724,LN1564944724,1/1/1980,cbtest3@test.com,3875470769524,54:49.7,71862,TRUE,Mailing,Active,Active
1253679005,FN401403662,LN401403662,1/1/1980,email401403662@test.com,3875687526964,54:49.7,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253686609,FN885563310,LN885563310,1/1/1980,email885563310@qagsecomprod.oib.com,3875683599882,54:49.7,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253691626,Ramon,Bautista,30/8/2000,lizzie@brillantes.com,3876889977708,54:49.7,34747,TRUE,Mailing,Active,NotActivatedOnSite
1253693465,GLS,GLS,,gls@gls.com,3876645200221,54:49.7,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253698774,FN974630375,LN974630375,1/1/1980,email974630375@test.com,3875300262872,54:49.7,71862,TRUE,Mailing,Active,Active
1253699375,John,john,1/1/2000,e08557a2-86e3-40e3-9f33-6013aa5e1439@gs.com,3876352010615,09:00.7,75058,TRUE,Mailing,Active,NotActivatedOnSite
1253704418,FN3889861916,LN3889861916,1/1/1980,email3889861916@gamestop.com,3875002140517,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253664553,Daniel,Soosai,,profilewithnodefstores@gs.com,3876196867820,54:49.7,75060,TRUE,Mailing,Active,NotActivatedOnSite
1251917414,Daniel,Soosai,,withcountry213@gspcauto.fav.cc,3876602788999,54:49.7,42909,TRUE,Mailing,Active,NotActivatedOnSite
1251917414,Daniel,Soosai,,withcountry213@gspcauto.fav.cc,3876602788999,54:49.7,90024,TRUE,Billing,Active,NotActivatedOnSite
1250375988,john,bbb,,jwbartolome@yahoo.com,3881951909845,13:00.7,1,TRUE,Mailing,Active,NotActivatedOnSite
1253715290,JAHIR,BROWN,1/1/1980,JAHIR.BROWN@BROWNtry.com,3875963963964,,75215,TRUE,Mailing,Active,NotActivatedOnSite
1253716520,FN1891368036,LN1891368036,1/1/1980,Email1891368036@Test.com,3875611926223,31:05.8,71862,TRUE,Mailing,Active,Active
1253725609,FN179699785,LN179699785,1/1/1980,email179699785@qagsecomprod.oib.com,3875399293150,49:33.0,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253730193,FN243090191,LN243090191,1/1/1980,email243090191@qagsecomprod.oib.com,3875750935076,46:22.6,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253730228,FN673180760,LN673180760,1/1/1980,email673180760@test.com,3875691297693,13:06.2,71862,TRUE,Mailing,Active,Active
1253752154,tayo,sila,1/1/1980,sila@gs.com,3876876564568,55:36.2,34747,TRUE,Mailing,Active,NotActivatedOnSite
1253759077,TestFirst,TestLast,31/7/1993,ashishjain5200@gamestop.com,3871861959779,13:14.1,76051,TRUE,Mailing,Active,Active
1253768195,tabares,joel,,joel@gs.com,3876847544582,25:02.0,12345,TRUE,Mailing,Active,NotActivatedOnSite
1253770434,FN1228743138,LN1228743138,1/1/1980,email1228743138@test.com,3875187000452,08:35.0,71862,TRUE,Mailing,Active,Active
1253770436,FN315436694,LN315436694,1/1/1980,email315436694@test.com,3875639669870,58:10.7,71862,TRUE,Mailing,Active,Active
1253780488,EnrollTestFN1108,EnrollTestLN1108,31/10/1993,EnrollTestEmail1108@gs.com,3876828429100,00:22.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253782748,EnrollTestFN7046,EnrollTestLN7046,3/11/1993,EnrollTestEmail7046@gs.com,3876203087600,16:33.2,75025,TRUE,Mailing,Active,Active
1253788354,EnrollTestFN7211,EnrollTestLN7211,5/11/1993,EnrollTestEmail7211@gs.com,3876470375510,57:13.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253790653,EnrollTestFN1319,EnrollTestLN1319,6/11/1993,EnrollTestEmail1319@gs.com,3876538675752,36:36.6,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253803461,EnrollTestFN1164,EnrollTestLN1164,12/11/1993,EnrollTestEmail1164@gs.com,3876614694330,10:36.5,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253804628,EnrollTestFN1140,EnrollTestLN1140,13/11/1993,EnrollTestEmail1140@gs.com,3876472784700,33:31.6,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253804690,EnrollTestFN9293,EnrollTestLN9293,13/11/1993,cpqa_11005@gspcauto.fav.cc,3876858020563,34:07.9,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253804697,First,Last,31/7/1950,snguitest111313@gspcauto.fav.cc,3876523245625,48:48.2,42909,TRUE,Mailing,Active,Active
1253804728,EnrollTestFN2230,EnrollTestLN5817,14/11/1993,marytest2@gs.com,3876623610813,20:08.9,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253804748,EnrollTestFN6855,EnrollTestLN6855,14/11/1993,EnrollTestEmail6855@gs.com,3876988746140,01:50.2,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253804781,FN1393729465,LN1393729465,1/1/1980,Email1393729465@Test.com,3876380385385,32:05.6,71862,TRUE,Mailing,Active,Active
1253804807,CPQA,QAtesting,31/7/1993,pcqa_1234500@gspcauto.fav.cc,3876872241112,03:01.6,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253808131,EnrollTestFN1675,EnrollTestLN1675,18/11/1993,EnrollTestEmail1675@gs.com,3876362707470,34:13.5,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253811470,David,Francis,19/11/1985,ebgamesqa@qagsecomprod.oib.com,3876750897076,00:05.1,75039,TRUE,Shipping,Active,Active
1253811470,David,Francis,19/11/1985,ebgamesqa@qagsecomprod.oib.com,3876750897076,00:05.1,76051,TRUE,Mailing,Active,Active
1253811504,EnrollTestFN7881,EnrollTestLN7881,19/11/1993,EnrollTestEmail7881@gs.com,3876788248160,47:03.8,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253814841,EnrollTestFN4501,EnrollTestLN4501,20/11/1982,EnrollTestEmail4501@gs.com,3876903532695,40:24.4,76051,TRUE,Billing,Active,Active
1253814841,EnrollTestFN4501,EnrollTestLN4501,20/11/1982,EnrollTestEmail4501@gs.com,3876903532695,40:24.4,76051,TRUE,Shipping,Active,Active
1253814841,EnrollTestFN4501,EnrollTestLN4501,20/11/1982,EnrollTestEmail4501@gs.com,3876903532695,40:24.4,76051,TRUE,Mailing,Active,Active
1253818361,CPQA,QAtesting,31/7/1993,pcqa_12345012@gspcauto.fav.cc,3876852191121,33:57.1,76051,TRUE,Billing,Active,NotActivatedOnSite
1253818361,CPQA,QAtesting,31/7/1993,pcqa_12345012@gspcauto.fav.cc,3876852191121,33:57.1,76051,TRUE,Shipping,Active,NotActivatedOnSite
1253819340,Accept,Bright,14/5/1987,christopherbright@gamestop.com,3876339990400,46:49.0,76051,TRUE,Shipping,Active,Active
1253819340,Accept,Bright,14/5/1987,christopherbright@gamestop.com,3876339990400,46:49.0,71862,TRUE,Mailing,Active,Active
1253819340,Accept,Bright,14/5/1987,christopherbright@gamestop.com,3876339990400,46:49.0,76051,TRUE,Billing,Active,Active
1253823809,AcceptFN,QALN,25/12/1982,qademo04@gs.com,3876558475364,39:07.6,76051,TRUE,Billing,Active,Active
1253823809,AcceptFN,QALN,25/12/1982,qademo04@gs.com,3876558475364,39:07.6,76051,TRUE,Mailing,Active,Active
1253823809,AcceptFN,QALN,25/12/1982,qademo04@gs.com,3876558475364,39:07.6,76051,TRUE,Shipping,Active,Active
1253826748,EnrollTestFN282,EnrollTestLN282,26/11/1993,EnrollTestEmail282@gs.com,3876240819280,14:51.1,75025,TRUE,Mailing,Active,Active
1238634322,accept,thismoney,4/2/2000,Eemail6617478874@qagsecomprod.oib.com,3876714813565,54:49.7,76051,TRUE,Mailing,Active,Active
1253657184,FN6153458227,LN6153458227,1/1/1980,email6153458227@gamestop.com,3875745015299,54:49.7,71863,TRUE,Mailing,Active,NotActivatedOnSite
1253657490,Bruce,Wayne,1/1/2000,3f2cdf2c-85ae-46fa-86d7-850632ae227d@gamestop.com,3876929466448,54:49.7,62996,TRUE,Mailing,Active,Active
1253657493,Bruce,Wayne,1/1/2000,18e2b0a7-27a4-4058-9150-c89559385b21@gamestop.com,3875187312445,54:49.7,54757,TRUE,Mailing,Active,Active
1253657494,Bruce,Wayne,1/1/2000,9a065cff-0e23-42ff-954d-6537855fc45b@gamestop.com,3875046978364,54:49.7,68978,TRUE,Mailing,Active,Active
1253657502,Bruce,Wayne,1/1/2000,341ebe39-71be-4dae-824d-e57c89812265@gamestop.com,3876933749856,54:49.7,54602,TRUE,Mailing,Active,Active
1253659226,Bruce,Wayne,1/1/2000,8d80dcaf-7e00-47ae-853b-9cc3244a411e@gamestop.com,3876618327118,54:49.7,49626,TRUE,Mailing,Active,Cancelled
1253660744,Bruce,Wayne,1/1/2000,58df390e-2794-4953-8015-9597b393c080@gamestop.com,3876664047294,54:49.7,89653,TRUE,Mailing,Active,MergeCancelled
1253660911,Bruce,Wayne,1/1/2000,5c7acae8-e062-4f0d-bb11-c1f296e5755b@gamestop.com,3875160333868,54:49.7,68692,TRUE,Mailing,Active,Active
1253660914,Bruce,Wayne,1/1/2000,31c15ce6-b773-43e1-8989-663f5cefcacc@gamestop.com,3875309583526,54:49.7,89378,TRUE,Mailing,Active,Active
1253666701,FN9010219039,LN9010219039,1/1/1980,email9010219039@gamestop.com,3875316855920,54:49.7,71863,TRUE,Mailing,Active,Active
1253676125,David,Hartung,,dhartun1@gmail.com,3875292519375,54:49.7,77040,TRUE,Shipping,Active,NotActivatedOnSite
1253676452,Hugh,Averyman,2/2/1989,justanormalguy@gs.com,3875000514911,54:49.7,75000,TRUE,Mailing,Active,NotActivatedOnSite
1253678087,Pro one,Fin one,1/1/1980,pro@gamestop.com,3876889977690,4/18/2015 0:00,19460,TRUE,Mailing,Active,NotActivatedOnSite
1253696120,email name,d0d876fb-860f-4a6e-afab-e294465de9bd,31/7/1993,something344@hotmail.com,3876602333219,54:49.7,42909,TRUE,Mailing,Active,NotActivatedOnSite
1253698782,FN524453648,LN524453648,1/1/1980,email524453648@test.com,3875950984171,54:49.7,71862,TRUE,Mailing,Active,Active
1253707533,Daniel,Soosai,,profilewithmailingdef@gs.com,3876010117820,54:49.7,33072,TRUE,Mailing,Active,NotActivatedOnSite
1253712930,TestFirst,TestLast,31/7/1993,ashishjain4100@gamestop.com,3871861955775,09:29.7,75034,TRUE,Mailing,Active,Active
1253712930,TestFirst,TestLast,31/7/1993,ashishjain4100@gamestop.com,3871861955775,09:29.7,75033,TRUE,Shipping,Active,Active
1253715221,TestA,TestA,,TestA@TestA.com,3876645200262,09:02.0,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253716493,_'.-Sc,_'.-Ln,1/1/1970,pasko@tayo.com,3876879563468,43:40.9,11111-1111,TRUE,Mailing,Active,NotActivatedOnSite
1253718779,wer,Me,1/1/1982,fff01@gs.com,3876001283258,25:10.4,34747,TRUE,Mailing,Active,NotActivatedOnSite
1253725602,FN1603586474,LN1603586474,1/1/1980,ebpurpro1603586474@qagsecomprod.oib.com,3875404504443,22:49.7,71862,TRUE,Mailing,Active,NotActivatedOnSite
1238707473,fincing,too,4/4/1985,fencing@gs.com,3876951909878,22:38.6,76262,TRUE,Shipping,Active,Active
1238707473,fincing,too,4/4/1985,fencing@gs.com,3876951909878,22:38.6,99999,TRUE,Mailing,Active,Active
1253741831,EnrollTestFN1743,EnrollTestLN1743,16/10/1993,EnrollTestEmail1743@gs.com,3876174253730,29:25.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253745287,FN2025040962,LN2025040962,1/1/1980,email2025040962@qagsecomprod.oib.com,3875842308142,48:37.4,89139,TRUE,Billing,Active,Active
1253745287,FN2025040962,LN2025040962,1/1/1980,email2025040962@qagsecomprod.oib.com,3875842308142,48:37.4,89139,TRUE,Shipping,Active,Active
1253745287,FN2025040962,LN2025040962,1/1/1980,email2025040962@qagsecomprod.oib.com,3875842308142,48:37.4,89139,TRUE,Mailing,Active,Active
1253747568,EnrollTestFN1505,EnrollTestLN1505,18/10/1993,EnrollTestEmail1505@gs.com,3876812448090,53:08.6,75025,TRUE,Mailing,Active,NotActivatedOnSite
123,Daniel,Soosai,,121a01-8e8b-4060-83fc-440b4ac0a17c@GenesisEnroll.qa,3875056910924,15:35.3,42909,TRUE,Mailing,Active,Active
123,Daniel,Soosai,,121a01-8e8b-4060-83fc-440b4ac0a17c@GenesisEnroll.qa,3875056911924,15:35.3,42909,TRUE,Mailing,Active,Active
1066,Daniel,Soosai,,Serena.Merritt6@aol.com,3875044999567,45:11.8,42909,TRUE,Mailing,Active,NotActivatedOnSite
1250000008,Daniel,Soosai,,Serena.Merritt46@aol.com,3875044877567,52:29.3,42909,TRUE,Mailing,Active,NotActivatedOnSite
1000081961,Daniel,Soosai,,joe@joe2.com,3875056966919,51:18.7,42909,TRUE,Mailing,Active,NotActivatedOnSite
87,Bob,Williams,,Bob.Williams7@comcast.com,3875353010616,,42909,TRUE,Mailing,Active,NotActivatedOnSite
1253765975,PUR,Renewal,31/7/1993,purhanif1234@gspcauto.fav.cc,3875664101484,07:59.0,76051,TRUE,Mailing,Active,NotActivatedOnSite
1253770428,FN439625889,LN439625889,1/1/1980,email439625889@test.com,3875507052233,37:20.7,71862,TRUE,Mailing,Active,Active
1253770441,FN1084802046,LN1084802046,1/1/1980,email1084802046@test.com,3875218516591,55:44.4,71862,TRUE,Mailing,Active,Active
1253774819,FN1808182912,LN1808182912,1/1/1980,email1808182912@test.com,3875648008995,17:19.9,71862,TRUE,Mailing,Active,Active
1253774820,EnrollTestFN4976,EnrollTestLN4976,29/10/1993,EnrollTestEmail4976@gs.com,3876103962300,18:08.1,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253778189,EnrollTestFN5653,EnrollTestLN5653,30/10/1993,EnrollTestEmail5653@gs.com,3876168367420,40:04.2,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253778246,FN1800278363,LN1800278363,1/1/1980,mpcr2@test.com,3875461569354,26:53.8,71862,TRUE,Mailing,Active,NotActivatedOnSite
1253782741,EnrollTestFN9313,EnrollTestLN9313,1/11/1993,EnrollTestEmail9313@gs.com,3876290223280,44:49.4,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253786078,EnrollTestFN364,EnrollTestLN364,4/11/1993,EnrollTestEmail364@gs.com,3876785579030,18:42.7,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253794637,EnrollTestFN7772,EnrollTestLN7772,7/11/1993,de1099.2@qagsecomprod.oib.com,3876172423477,28:28.0,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253794638,EnrollTestFN4818,EnrollTestLN4818,7/11/1993,EnrollTestEmail4818@gs.com,3876481839430,37:56.5,75025,TRUE,Mailing,Active,NotActivatedOnSite
1253801245,EnrollTestFN3104,EnrollTestLN3104,11/11/1993,EnrollTestEmail3104@gs.com,3876449985420,22:13.8,75025,TRUE,Mailing,Active,NotActivatedOnSite
